"""DISCK""","""Discovery Communi""",34.17,"""10/20/2014""","""2:53pm""","""-0.21 - -0.61%""","965911
"
"""DLPH""","""Delphi Automotive""",63.32,"""10/20/2014""","""2:53pm""","""+0.23 - +0.36%""","1038050
"
"""DLTR""","""Dollar Tree"," Inc.""",57.05,"""10/20/2014""","""2:53pm""","""+0.475 - +0.84%""","1602815
"
"""DNB""","""Dun & Bradstreet """,115.32,"""10/20/2014""","""2:53pm""","""+0.09 - +0.08%""","242183
"
"""DNR""","""Denbury Resources""",12.46,"""10/20/2014""","""2:53pm""","""+0.04 - +0.32%""","3334325
"
"""DO""","""Diamond Offshore """,37.66,"""10/20/2014""","""2:53pm""","""+0.63 - +1.70%""","749876
"
"""DOV""","""Dover Corporation""",74.65,"""10/20/2014""","""2:53pm""","""+0.14 - +0.19%""","912046
"
"""DOW""","""Dow Chemical Comp""",46.58,"""10/20/2014""","""2:53pm""","""+0.53 - +1.15%""","5051469
"
"""DPS""","""Dr Pepper Snapple""",64.68,"""10/20/2014""","""2:53pm""","""+1.59 - +2.52%""","1239001
"
"""DRI""","""Darden Restaurant""",48.98,"""10/20/2014""","""2:53pm""","""+0.30 - +0.62%""","781308
"
"""DTE""","""DTE Energy Compan""",78.40,"""10/20/2014""","""2:53pm""","""+1.42 - +1.84%""","974067
"
"""DTV""","""DIRECTV""",85.14,"""10/20/2014""","""2:53pm""","""+0.12 - +0.14%""","1342803
"
"""DUK""","""Duke Energy Corpo""",79.40,"""10/20/2014""","""2:53pm""","""+0.97 - +1.24%""","1496358
"
"""DVA""","""DaVita HealthCare""",73.27,"""10/20/2014""","""2:53pm""","""+0.52 - +0.71%""","462667
"
"""DVN""","""Devon Energy Corp""",57.888,"""10/20/2014""","""2:53pm""","""-0.282 - -0.48%""","2699632
"
"""EA""","""Electronic Arts I""",34.77,"""10/20/2014""","""2:53pm""","""+0.495 - +1.44%""","1825025
"
"""EBAY""","""eBay Inc.""",48.955,"""10/20/2014""","""2:53pm""","""+1.005 - +2.10%""","8696170
"
"""ECL""","""Ecolab Inc. Commo""",109.56,"""10/20/2014""","""2:53pm""","""+1.67 - +1.55%""","570617
"
"""ED""","""Consolidated Edis""",61.28,"""10/20/2014""","""2:53pm""","""+0.58 - +0.96%""","1826766
"
"""EFX""","""Equifax"," Inc. Com""",72.6373,"""10/20/2014""","""2:53pm""","""-0.2427 - -0.33%""","373016
"
"""EIX""","""Edison Internatio""",59.84,"""10/20/2014""","""2:53pm""","""+1.08 - +1.84%""","1714821
"
"""EL""","""Estee Lauder Comp""",73.18,"""10/20/2014""","""2:53pm""","""+1.00 - +1.39%""","691861
"
"""EMC""","""EMC Corporation C""",26.9551,"""10/20/2014""","""2:53pm""","""-0.1549 - -0.57%""","10850973
"
