"""ORLY""",178.19,"""11/19/2014""","""4:00pm""
"
"""OXY""",86.03,"""11/19/2014""","""4:00pm""
"
"""PAYX""",47.355,"""11/19/2014""","""4:00pm""
"
"""PBCT""",14.71,"""11/19/2014""","""4:00pm""
"
"""PBI""",24.305,"""11/19/2014""","""4:00pm""
"
"""PCAR""",66.43,"""11/19/2014""","""4:00pm""
"
"""PCG""",50.17,"""11/19/2014""","""4:00pm""
"
"""PCL""",40.57,"""11/19/2014""","""4:00pm""
"
"""PCLN""",1156.65,"""11/19/2014""","""4:00pm""
"
"""PCP""",232.93,"""11/19/2014""","""4:00pm""
"
"""PDCO""",46.35,"""11/19/2014""","""4:00pm""
"
"""PEG""",40.55,"""11/19/2014""","""4:00pm""
"
"""PEP""",98.41,"""11/19/2014""","""4:00pm""
"
"""PETM""",78.19,"""11/19/2014""","""4:00pm""
"
"""PFE""",30.44,"""11/19/2014""","""4:00pm""
"
"""PFG""",52.93,"""11/19/2014""","""4:00pm""
"
"""PG""",88.74,"""11/19/2014""","""4:00pm""
"
"""PGR""",27.12,"""11/19/2014""","""4:00pm""
"
"""PH""",129.24,"""11/19/2014""","""4:00pm""
"
"""PHM""",20.945,"""11/19/2014""","""4:00pm""
"
"""PKI""",43.75,"""11/19/2014""","""4:00pm""
"
"""PLD""",40.85,"""11/19/2014""","""4:00pm""
"
"""PLL""",94.81,"""11/19/2014""","""4:00pm""
"
"""PM""",86.83,"""11/19/2014""","""4:00pm""
"
"""PNC""",87.04,"""11/19/2014""","""4:00pm""
"
"""PNR""",67.63,"""11/19/2014""","""4:00pm""
"
"""PNW""",62.06,"""11/19/2014""","""4:00pm""
"
"""POM""",27.52,"""11/19/2014""","""4:00pm""
"
"""PPG""",210.90,"""11/19/2014""","""4:00pm""
"
"""PPL""",35.40,"""11/19/2014""","""4:00pm""
"
"""PRGO""",158.80,"""11/19/2014""","""4:00pm""
"
"""PRU""",84.135,"""11/19/2014""","""4:00pm""
"
"""PSA""",183.93,"""11/19/2014""","""4:00pm""
"
"""PSX""",75.77,"""11/19/2014""","""4:00pm""
"
"""PVH""",123.07,"""11/19/2014""","""4:00pm""
"
"""PWR""",32.61,"""11/19/2014""","""4:00pm""
"
"""PX""",128.27,"""11/19/2014""","""4:00pm""
"
"""PXD""",168.77,"""11/19/2014""","""4:00pm""
"
"""QCOM""",70.47,"""11/19/2014""","""4:00pm""
"
"""QEP""",23.46,"""11/19/2014""","""4:00pm""
"
"""R""",90.55,"""11/19/2014""","""4:00pm""
"
"""RAI""",65.85,"""11/19/2014""","""4:00pm""
"
"""REGN""",415.25,"""11/19/2014""","""4:00pm""
"
"""RF""",10.07,"""11/19/2014""","""4:00pm""
"
"""RHI""",56.85,"""11/19/2014""","""4:00pm""
"
"""RHT""",62.94,"""11/19/2014""","""4:00pm""
"
"""RIG""",25.37,"""11/19/2014""","""4:00pm""
"
"""RL""",179.65,"""11/19/2014""","""4:00pm""
"
"""ROK""",110.20,"""11/19/2014""","""4:00pm""
"
"""ROP""",156.62,"""11/19/2014""","""4:00pm""
"
"""ROST""",82.16,"""11/19/2014""","""4:00pm""
"
"""RRC""",73.01,"""11/19/2014""","""4:00pm""
"
"""RSG""",39.375,"""11/19/2014""","""4:00pm""
"
"""RTN""",104.36,"""11/19/2014""","""4:00pm""
"
"""SBUX""",77.82,"""11/19/2014""","""4:00pm""
"
"""SCG""",56.655,"""11/19/2014""","""4:00pm""
"
"""SCHW""",28.52,"""11/19/2014""","""4:00pm""
"
"""SE""",38.775,"""11/19/2014""","""4:00pm""
"
"""SEE""",38.19,"""11/19/2014""","""4:00pm""
"
"""SHW""",240.77,"""11/19/2014""","""4:00pm""
"
"""SIAL""",135.98,"""11/19/2014""","""4:00pm""
"
"""SJM""",101.65,"""11/19/2014""","""4:00pm""
"
"""SLB""",95.00,"""11/19/2014""","""4:00pm""
"
"""SNA""",135.78,"""11/19/2014""","""4:00pm""
"
"""SNDK""",98.04,"""11/19/2014""","""4:00pm""
"
"""SNI""",75.51,"""11/19/2014""","""4:00pm""
"
"""SO""",47.26,"""11/19/2014""","""4:00pm""
"
"""SPG""",176.41,"""11/19/2014""","""4:00pm""
"
"""SPLS""",13.92,"""11/19/2014""","""3:59pm""
"
"""SRCL""",127.05,"""11/19/2014""","""4:00pm""
"
"""SRE""",110.11,"""11/19/2014""","""4:00pm""
"
"""STI""",39.335,"""11/19/2014""","""4:00pm""
"
"""STJ""",63.97,"""11/19/2014""","""4:00pm""
"
"""STT""",75.88,"""11/19/2014""","""4:00pm""
"
"""STX""",64.62,"""11/19/2014""","""4:00pm""
"
"""STZ""",94.28,"""11/19/2014""","""4:00pm""
"
"""SWK""",94.88,"""11/19/2014""","""4:00pm""
"
"""SWN""",33.58,"""11/19/2014""","""4:00pm""
"
"""SWY""",34.85,"""11/19/2014""","""4:00pm""
"
"""SYK""",89.65,"""11/19/2014""","""4:00pm""
"
"""SYMC""",25.31,"""11/19/2014""","""4:00pm""
"
"""SYY""",39.15,"""11/19/2014""","""4:01pm""
"
"""T""",35.37,"""11/19/2014""","""4:00pm""
"
"""TAP""",74.84,"""11/19/2014""","""4:00pm""
"
"""TDC""",44.755,"""11/19/2014""","""4:00pm""
"
"""TE""",19.66,"""11/19/2014""","""4:00pm""
"
"""TEG""",73.13,"""11/19/2014""","""4:01pm""
"
"""TEL""",61.44,"""11/19/2014""","""4:00pm""
"
"""TGT""",72.47,"""11/19/2014""","""4:00pm""
"
"""THC""",47.72,"""11/19/2014""","""4:00pm""
"
"""TIF""",102.67,"""11/19/2014""","""4:00pm""
"
"""TJX""",62.13,"""11/19/2014""","""4:01pm""
"
"""TMK""",53.25,"""11/19/2014""","""4:00pm""
"
"""TMO""",124.66,"""11/19/2014""","""4:00pm""
"
"""TRIP""",71.40,"""11/19/2014""","""4:00pm""
"
"""TROW""",82.02,"""11/19/2014""","""4:00pm""
"
"""TRV""",103.03,"""11/19/2014""","""4:01pm""
"
"""TSCO""",75.32,"""11/19/2014""","""4:00pm""
"
"""TSN""",43.17,"""11/19/2014""","""4:00pm""
"
"""TSO""",74.57,"""11/19/2014""","""4:00pm""
"
"""TSS""",32.345,"""11/19/2014""","""4:00pm""
"
"""TWC""",143.61,"""11/19/2014""","""4:01pm""
"
"""TWX""",80.93,"""11/19/2014""","""4:00pm""
"
"""TXN""",51.94,"""11/19/2014""","""4:00pm""
"
"""TXT""",42.83,"""11/19/2014""","""4:00pm""
"
