"""TYC""",41.63,"""11/19/2014""","""4:00pm""
"
"""UA""",70.49,"""11/19/2014""","""4:00pm""
"
"""UHS""",102.19,"""11/19/2014""","""4:00pm""
"
"""UNH""",96.86,"""11/19/2014""","""4:01pm""
"
"""UNM""",33.86,"""11/19/2014""","""4:00pm""
"
"""UNP""",120.47,"""11/19/2014""","""4:00pm""
"
"""UPS""",105.64,"""11/19/2014""","""4:00pm""
"
"""URBN""",29.53,"""11/19/2014""","""4:00pm""
"
"""URI""",114.25,"""11/19/2014""","""4:00pm""
"
"""USB""",43.89,"""11/19/2014""","""4:00pm""
"
"""UTX""",108.69,"""11/19/2014""","""4:00pm""
"
"""V""",249.86,"""11/19/2014""","""4:00pm""
"
"""VAR""",87.66,"""11/19/2014""","""4:01pm""
"
"""VFC""",72.65,"""11/19/2014""","""4:00pm""
"
"""VIAB""",73.48,"""11/19/2014""","""4:00pm""
"
"""VLO""",50.12,"""11/19/2014""","""4:00pm""
"
"""VMC""",67.66,"""11/19/2014""","""4:00pm""
"
"""VNO""",108.97,"""11/19/2014""","""4:00pm""
"
"""VRSN""",59.375,"""11/19/2014""","""4:00pm""
"
"""VRTX""",112.80,"""11/19/2014""","""4:00pm""
"
"""VTR""",68.52,"""11/19/2014""","""4:00pm""
"
"""VZ""",50.49,"""11/19/2014""","""4:00pm""
"
"""WAG""",67.79,"""11/19/2014""","""4:00pm""
"
"""WAT""",114.35,"""11/19/2014""","""4:01pm""
"
"""WDC""",99.905,"""11/19/2014""","""4:00pm""
"
"""WEC""",48.645,"""11/19/2014""","""4:00pm""
"
"""WFC""",53.36,"""11/19/2014""","""4:00pm""
"
"""WFM""",47.78,"""11/19/2014""","""4:00pm""
"
"""WHR""",179.89,"""11/19/2014""","""4:01pm""
"
"""WIN""",9.83,"""11/19/2014""","""4:00pm""
"
"""WLP""",125.82,"""11/19/2014""","""4:01pm""
"
"""WM""",48.56,"""11/19/2014""","""4:00pm""
"
"""WMB""",55.22,"""11/19/2014""","""4:00pm""
"
"""WMT""",84.99,"""11/19/2014""","""4:00pm""
"
"""WU""",18.21,"""11/19/2014""","""4:00pm""
"
"""WY""",34.20,"""11/19/2014""","""4:00pm""
"
"""WYN""",79.11,"""11/19/2014""","""4:01pm""
"
"""WYNN""",180.02,"""11/19/2014""","""4:00pm""
"
"""XEC""",116.13,"""11/19/2014""","""4:00pm""
"
"""XEL""",33.58,"""11/19/2014""","""4:00pm""
"
"""XL""",34.96,"""11/19/2014""","""4:00pm""
"
"""XLNX""",44.24,"""11/19/2014""","""4:00pm""
"
"""XOM""",95.61,"""11/19/2014""","""4:00pm""
"
"""XRAY""",53.25,"""11/19/2014""","""4:00pm""
"
"""XRX""",13.43,"""11/19/2014""","""4:01pm""
"
"""XYL""",37.34,"""11/19/2014""","""4:00pm""
"
"""YHOO""",50.58,"""11/19/2014""","""4:00pm""
"
"""YUM""",73.97,"""11/19/2014""","""4:00pm""
"
"""ZION""",28.68,"""11/19/2014""","""4:00pm""
"
"""ZMH""",110.55,"""11/19/2014""","""4:02pm""
"
"""ZTS""",43.39,"""11/19/2014""","""4:00pm""
"
